suj	bloc	prob	SPEECH
67	2	6	la conversation d'à côté
67	2	7	la tâche
67	2	8	à la conversation d'à côté et à la tâche
68	1	1	j'étais en train de me dire effectivement le casque était vraiment un bon antibruit pour le bruit extérieur je dirais
68	1	2	d'abord l'exercice puis l'image de mon petit copain est arrivé le ballait a fait son effet de balayage pour euh faire partir l'information l'exercice est revenu en tête
68	1	3	j'étais en train de me dire qu'finalement j'irai surement pas voir mon petit copain parce que j'arriverai trop tard
68	1	4	penser l'exercice
68	1	5	je pensais toujours à l'exercice du début à la fin
68	1	6	j'étais juste entrain de penser que ça se ressemblait que c'était plus court qu'effectivement y avait pas la catégorisation et que ça avait l'air moins compliqué directement
68	1	7	j'étais en train de me dire que le casque me grattait un petit peu donc du coup j'ai un petit peu chipoté puis je suis revenu sur l'exercice en me reconcentrant
68	2	1	j'étais en train de me demander quelle allé être la prochaine étape
68	2	2	la 1ère partie était beaucoup plus pénible que la deuxième partie c'est une partie vraiment plus chouette
68	2	3	rien
68	2	4	à rien
68	2	5	j'étais en train de me demander comment j'allais faire pour agencer la fin de ma journée
68	2	6	rien
68	2	7	à l'exercice
68	2	8	à rien
69	1	1	je repensais à la question que je viens de pauser du coup par rapport à si je pouvais utiliser ma main gauche à la place de ma main droite
69	1	2	du coup au début j'étais concentré sur la tâche et ensuite j'ai repensé à ma soirée de demain
69	1	3	alors au début de nouveau j'étais concentrée sur la tâche puis-je me suis concentrée sur le bruit de mon cœur qui bat dans le casque et ensuite j'ai pensé à la semaine prochaine lorsque je devrai aller rechercher des affaires chez mon meilleur ami
69	1	4	alors j'ai pensé d'abord à la feuille que j'ai complète avant où j'ai noté que souvent je restai sur une même pensée alors que là ce n'est pas là le cas et puis-je me suis concentrée sur la tâche et ensuite j'ai été un peu déconcentré par un bruit qui vient un peu d'en bas
69	1	5	au début je me suis concentrée sur la tâche et ensuite j'ai pensé au produit que je mets dans les cheveux et voilà après je me suis dit que j'avais des pensées un peu bizarres
69	1	6	alors j'ai pensé au bruit que j'entends dans le casque on dirait de la pluie, mais je ne sais pas ce que c'est ensuite je me suis concentrée sur là
69	1	7	la me suis dit mince j'ai appuyé trop vite sur espace lors du précédent lors de la précédente fois et puis j'ai pensé à ma série voila
69	2	1	la me demande, ça sera quoi la prochaine expérience et puis j'ai repensé à ma série
69	2	2	là je me disais que c'était plus facile que la précédente étape un VA dire et ensuite je me suis reconcentrée sur la tâche
69	2	3	alors au début je me suis concentrée sur la tâche ensuite je me suis entre guillemets parlais à moi-même en me disant peut qu'on allait me faire écouter ce que j'ai dit ici et puis-je me suis reconcentré sur la tâche
69	2	4	la me suis dit est ce que j'ai bien mis mon téléphone en mode avion et puis-je me suis concentrée et je me suis dit dans ma tête tac à chaque fois que j'appuyais sur espace
69	2	5	je me suis d'abord concentrée sur mon bâillement ensuite je me suis dit de nouveau tac tac à chaque fois que j'appuie sur espace et ensuite j'ai pensé à mon meilleur ami
69	2	6	je me suis concentrée sur la tâche presque jusqu'a la fin et à la fin je me suis imaginé la situation lorsque j'allais aller chercher mes affaires chez mon meilleur pote
69	2	7	le me suis dit est ce que c'est encore long parce que après je vais en bible et j'ai repensé aussi à notre échange quand te tu m'as demandé si je n'étais pas trop fatigué et que j'ai dit oui
69	2	8	je me suis concentrée sur la tâche et je me suis qu'il faudrait que j'envoie un petit message à mon père parce que ça fait longtemps que je ne l'ai pas vu
70	1	1	d'abord j'ai pensé quand l'expérience allait terminer et que XXX et puis encore que le casque serre
70	1	2	j'ai pensé au clavier au bruit qu'il faisait ensuite à une série télévisée
70	1	3	j'ai encore pensé à la même série télévisée
70	1	4	j'ai pensé au début à la série télévisée et ensuite je me suis reconcentré sur la tâche
70	1	5	d'abord j'ai pensé au mal au dos puis que j'étais fatigué et ensuite je me suis demandé quand je serai terminé
70	1	6	je pensais à une chanson puis un jeu vidéo et près je j'étais concentré sur un rythme dans ma tête
70	1	7	d'abord j'ai pensé au au fait que je suis fatigué ensuite au mal de dos puis j'étais distrait par le clavier et ensuite j'ai pensé à une série
70	2	1	d'abord j'ai pensé à un mal au dos encore et puis j'ai glissé un peu avec la chaise donc j'étais concentré sur le fait de me mettre en place
70	2	2	alors j'ai commencé à la série 100 que j'étais convenablement placé et puis j'étais occupé avec les câbles dans mes pieds
70	2	3	d'abord j'ai pensé à rien puis que l'expérience me fatigué et ensuite j'ai fait des bruits avec la bouche
70	2	4	j'ai encore fait des bruits avec ma bouche et j'ai eu envie de pouvoir me lever donc j'espérai que c'est bientôt terminé
70	2	5	d'abord j'ai pensé pendant un long moment à rien et puis j'ai été distrait par le clavier
70	2	6	j'ai pensé à une série puis ça m'a gratté dans dans le cou
70	2	7	d'abord j'ai Rémi en place l'ordinateur je trouvais que la position était meilleure comme ça ensuite j'ai bougé avec mes pieds et finalement j'ai regardé autour de moi
70	2	8	je me rappelle plus de tout le début j'ai oublié mais puis j'ai pensé aussi à un chemin Guy ça ferait pas mal maintenant et aussi de boire de l'eau j'ai un peu soif puis j'ai fait un rythme dans ma tête
71	1	1	la boule rouge qui va de droite à gauche qui est assez difficile à suivre avec les yeux puis de nouveau un gâteau au chocolat et ensuite bec le casque qui me fait toujours mal aux oreilles
71	1	2	je me suis demandé si le bruit de la porte qui grince, c'était fait exprès par rapport à l'expérience pour me perturber
71	1	3	j'ai pensé à l'espace comme si j'étais dans un oui dans l'espace avec des étoiles autour de moi
71	1	4	d'abord je me suis demandé à quoi allait servir mes réponses dans le sens du moins s'ils peuvent traduire tout ça en données et après la boule rouge m'a fait penser à la lune rouge qu'il y a tout les X temps
71	1	5	donc la boule rouge la nouvelle chanson des Jonas Brothers et ma meilleure amie qui se marie dans pas longtemps
71	1	6	je me demande à quoi la personne qui écoutera mes réponses pensera personnellement à quoi elle écoutera mes réponses
71	1	7	ce matin j'ai appelé la clinique vétérinaire pour prendre rendez-vous pour mes chats et j'ai pensé à la question que la dame au téléphone m'a posé sur les vaccins
71	2	1	d'abord la boule roue donc l'expérience et ensuite mon oreille qui m'a gratté dans le casque
71	2	2	donc l'expérience la boule rouge toujours mon oreille qui me gratte dans le casque puis les baleines je ne sais pas pourquoi
71	2	3	j'ai pensé à quelle heure il était et à quelle heure j'allais finir cette expérience
71	2	4	donc la boule rouge les examens je me suis demandé si j'allais réussir cette année et ensuite j'ai pensé à Game of Trône
71	2	5	donc j'ai pensé à ma mère à game of trône de nouveau barbie et puis à la boule rouge
71	2	7	donc à la petite boule précédente j'ai appuyé directement et j'ai oublié d'enregistrer mes pensées du coup je me demande si c'est grave
71	2	8	donc à l'opticien chez qui j'ai été qui a raté ma correction de l'annote du coup j'ai dû recommencer
72	1	1	au début je pensais vraiment à rien ensuite je me disais que je commençais à avoir faim
72	1	2	à rien tout le long
72	1	3	je pensais au fait que je ne suis pas très concentré pourtant je suis un peu conditionné à appuyer sur la barre espace et voila
72	1	4	au début à rien ensuite j'ai pêne au train que je dois prendre après
72	1	5	au début j'ai encore pensé à mon train que je dois prendre après et après j'ai pensé à ce que ma mère va faire à manger
72	1	6	je pensais encore à ce que je vais manger après j'ai pensé que je commençais à avoir mal au poignet à force d'appuyer et voila
72	1	7	au début je pensais à rien ensuite je pensais à mon cours que je dois étudier et je pensais aussi que les examens, c'est vraiment bientôt
72	2	1	rien du tout le long
72	2	2	au début rien ensuite sur le fait que j'ai envie de dormir
72	2	3	à rien ensuite je pensais au fait que je dois aller acheter un truc juste après cette expérience
72	2	4	au début je pensais à ce que je dois acheter après ensuite rien
72	2	5	à rien tout le long
72	2	6	au début je pensais à rien ensuite je pensais au fait que j'ai faim et donc je pensais ensuite à ce que je vais manger
72	2	7	à rien ensuite que je suis fatigué encore une fois
72	2	8	au début je pensais à rien ensuite je pensais à mon train qui a été annulé et qui m'a mis dans l'embarras avant d'arriver ici
73	1	1	j'ai pensé à l'expérience que j'étais en train de faire
73	1	2	J'ai pensé à rien
73	1	3	j'ai pensé à mon beurre de cacao et a mon mascara
73	1	4	j'ai pensé au fait que j'avais faim
73	1	5	j'ai pensé à la boule rouge et au casque que j'avais sur les oreilles
73	1	6	j'ai pensé à mon petit copain et après à ma meilleure amie
73	1	7	j'ai pensé à me laver les cheveux ce soir et aller racheter du shampoing
73	2	1	au fait que j'étais fatigué
73	2	2	à la grande roue d'Anvers et à un ami à moi
73	2	3	aller boire un verre avec mon ancien prof de néerlandais
73	2	4	j'ai pensé à l'expérience
73	2	5	à la musique que j'ai en tête depuis trois jours
73	2	6	sortir le chien ce soir et à mon près de néerlandais
73	2	7	à mon chien et aux touches du clavier
73	2	8	AUX TOUCHES DU CLAVIER
74	1	1	Je me suis dit que c'est cool, ça sera plus rapide et puis j'ai pensé à rien
74	1	2	j'avais peur de trop m'ennuyer durant la première partie voila
74	1	3	je me demande si ça enregistre encore pendant que j'appuie sur la touche espace
74	1	4	J'ai pensé à rien
74	1	5	je trouvais que les écouteurs ils me gênaient mais en même temps après je m'en foutais maintenant je pense à rien
74	1	6	je me sentant mal à l'aise d'avoir parlé aussi vulgairement dans l'enregistrement précédent
74	1	7	je pensais à rien puis-je me disais que même que cette expérience si était plus longue
74	2	1	je pensais à rien puis-je me disais que avec comme un travail manuel très basique auquel on ne doit pas réfléchir
74	2	2	Je pensais à rien
74	2	3	je pensais que j'ai probablement oublié d'appuyer sur la touche d'espace 5 ou 6 fois durant l'entière de toutes les expériences
74	2	4	Je me demande si on ne m'entend pas parler à travers la porte
74	2	5	je pensais à rien
74	2	6	je trouve qu'il faudrait un petit l'amniote verte qui s'allume quand on appuie sur espace pour vérifier notre positionnement et notre précision
74	2	7	je pense que j'ai faim
74	2	8	je pensais à de la musique
75	1	1	donc je pensais au point son et puis à la relation amicales et c'est tout
75	1	2	je pensais à la boule qui va de gauche à droite puis j'ai pensé à une chanteuse que j'aime bien et après j'ai pensé à un minigolf que j'ai fait avec ma famille
75	1	3	je pensais à la boule qui va de gauche à droite et une petite crasse sur l'écran
75	1	4	je pensais à la boule qui va de gauche à droite puis je pensais à une cerise je repensais à la boule qui va de gauche à droite et puis je repensais à moi qui mange des cerises
75	1	5	je pensais à un arbre puis ça m'a fait penser au jeu que je jouais quand j'étais petite avec mes amis et puis près après c'est tout
75	1	6	je pensais donc un cercle les cercles dans les cirques et après ça m'a fait penser à un autre film après ça m'a fait penser à un autre film en rapport avec le cirque
75	2	1	
75	2	2	je pensais, je pensais aux autres expériences s'auna que j'ai passé et et ce que j'ai dit par rapport à l'autre exercice
75	2	3	je pensais à mes vacances en Égypte et les gens que j'ai rencontré là-bas et tout ça
75	2	4	je pense juste bec a mon problème de cheveux voila
75	2	5	bec voilà pareil je repense encore avoir un problème de cheveux
75	2	6	je pensais au fait au aux enregistrements que j'ai mal enregistrés sur cet exercice
75	2	7	je pensais ce que j'ai dit deux minutes avant puis je pensais à la boule qui allait de gauche à droite puis je repensais à manger puis je repensais à la boule qui va de gauche à droite
75	2	8	je repensais à la veste que j'ai acte il y a longtemps puis j'ai repensé aux mères qui veulent ressembler à leurs filles et je repensais à mon école et j'ai aussi repensé à mes cours que j'avais en humanité
76	1	1	je pensais de nouveau à mes yeux qui me faisaient mal et au fait que la souris bouge souvent de place sur l'écran
76	1	2	je pensais aux mouvements de la boule rouge
76	1	3	j'ai pensé à ma tête mes yeux et la tâche a exécuter
76	1	4	je pensais à ma nuque qui me faisait mal ainsi que mes yeux le fait que la boule rouge ressemblait comme à une planète
76	1	5	j'ai d'abord pensé à une chanson ensuite aux paroles de la chanson et à l'artiste en question
76	1	6	j'ai d'abord pensé à mes soulèvements que j'aimerais bien enlever du coup j'ai pensé à rentrer chez moi et enfin j'ai pensé à la boule rouge qui changeait à nouveau de mouvement
76	1	7	j'ai pensé au garçon que j'aime bien tout le long et j'ai pensé à Instagram parce que je le suis sur Instagram
76	2	1	j'ai pensé au fait que ça devenait que ça me faisait bailler et que j'avais mal au dos
76	2	2	je pense à rien à part la boule rouge qui bouge
76	2	3	j'ai d'abord pensé au fait que mes doigts avaient changé de place pour taper sur la barre espace ensuite j'ai pensé à la boule rouge qui tournait à nouveau et finalement j'ai pensé au café que j'aimerai boire en rentrant chez moi et à la série que je vais probablement regarder
76	2	4	je pensais pas à grand je pensais à rien
76	2	5	je pensais au fait que je voulais savoir l'heure qu'il était et que si j'appuyais sur escape je me demandais ce que ça allait faire si ça allait quitter le programme ou si ça n'allait rien faire
76	2	6	je pensais à ma main à la boule à la souris sur l'écran et à mon amie Mara
76	2	7	j'ai pensé à mon retour en tram d'abord j'ai pensé est ce que je vais prendre le métro puis j'ai pensé au tram et je me suis dis-je préférai rentrer en tram parce que le métro est plus long, mais le métro me permet de pas avoir changer de transport tandis le tram je dois prendre tram puis un métro et un autre métro
76	2	8	j'ai pensé à la personne que j'aime et au fait que si elle revenait vers moi je devrai l'envoyer balader et je me demandais ce que je pouvais lui répondre
77	1	1	là au début je pensais à rien puis j'ai commencé à penser à l'orthographe du mot rien
77	1	2	je me disais que l'expérimentatrice est assez gentille et je réfléchissais au parcours qu'elle a pu faire pour arriver jusque ici
77	1	3	donc la j'ai pensé au fait que la boule rouge qui bouge tout le temps de gauche à droite me fait penser à l'hypnose et ensuite j'ai pensé à mon pull de XXX qui est rouge
77	1	4	alors au début je me suis demandé si de l'autre côté de la porte on entend ce que je suis en train de dire ensuite je me suis dit que ce que je suis en train de dire est un peu débile et j'ai pensé à la faite que j'ai faim
77	1	5	au début je me demandais pourquoi j'ai alors que j'ai mangé ce matin avant d'arriver et ensuite il y avait plus rien
77	1	6	alors au début je me suis demandé à quel moment l'expérience va se terminer et puis mes pensées sont partie un petit peu partout et j'ai commencé à penser au fait que je devais aller chercher mon petit frère à l'école et voila
77	1	7	alors au début je me suis dit que c'est assez compliqué de se rappeler tout ce à quoi on pense et ensuite je n'ai pensé à rien vers la fin de la séquence j'ai commencé à me demander pourquoi je pense à toutes ces choses-là maintenant
77	2	1	alors la me suis dit que c'est bientôt fin de l'expérience et à la fin quand j'aurai fini l'expérience pourrai aller m'acheter quelque chose mangé et puis-je me suis dit que je n'arrête pas de penser à manger voila
77	2	2	alors quand j'ai vu la boule rouge aller sur la flèche de l'ordinateur qui est noir j'ai commencé à penser au drapeau de l'Albanie et donc j'ai commencé à penser à mes vacances d'été qui m'attendent là-bas
77	2	3	alors la me suis dit qu'il valait lieu bouger la flèche pour que je ne repense pas au drapeau de l'Albanie ensuite j'ai pensé à rien et à la fin je me suis rappelle que pendant les vacances il y avait des chiens errants qui venaient près de notre maison en Albanie
77	2	4	au début j'ai pensé à la guerre qui a eu au Kosovo en 1998 et ensuite j'ai pensé à rien
77	2	5	alors là au début je me suis encore demande si on entendait ce que je s'use entrain de dire de l'autre côté de la porte la porte et je me suis demandé pourquoi ça fait trois fois que je me demande ça et ensuite je n'ai pas arrêté de penser au chocolat qui m'attend quand je sortirai d'ici
77	2	6	alors la y a une lumière sur le câble de l'ordinateur qui est devenue verte et je me suis dit que le vert est UE belle couleur pour tout ce qui est nature, mais que ce n'est pas très beau quand c'est porté fin ça dépend du vert quoi
77	2	7	alors la j'étais en train de me dire ce que je suis en train me raconter est complètement débile et j'ai aussi pensé que les expérimentateurs vont réécouter tout ce que je suis en train de dire et j'espère qui ne me trouveront pas débile et ensuite j'ai pensé j'ai pensé aA j'ai pensé au a ma voix à ma voix qui n'est pas forcément très jolie en enregistrement
77	2	8	alors là au début j'ai pensé à une cerise ensuite j'ai pensé à une tomate cerise après je me suis rappelé toutes les voitures rouges que mon petit frère a ensuite j'ai pensé au film cars après je me suis rappelé que dans Avengers Endogame Tony Stark est mort et ensuite je n'ai pensé à rien puis-je me suis dit que je suis (peut)
78	1	1	de nouveau la me focalise sur ma dernière pensée je pensais justement au fait que je me rappelais plus ce que j'avais pensé pendant l'exercice
78	1	2	ça me semble aller plus vite entre les interruptions ce qui me laisse moins le temps de libérer mes pensées je me concentre juste sur la tache
78	1	3	ok dans un 1er temps je me suis questionné sur le but de l'expérience et ensuite je me suis dit que ça semblait un peu plus long que juste avant mais en fait non
78	1	4	j'ai pensé au fait que je n'avais pas mon téléphone et que je ne serai pas prévenu fin au cas où on m'appelait maintenant je devrai dire après que j'avais un programme
78	1	5	donc je pensais à une méthode justement de bien organiser mes pensées et ensuite j'ai pensé au bruit d'interruption de fin
78	1	6	je me dis que pour je puisse structurer ma pensée et savoir ce que j'ai pensé d'une intersection à une autre il faudrait qu'on m'enlève la tâche de la boule rouge j'ai l'impression qu'elle me déconcentre
78	1	7	j'ai oublié une partie je me disais que je devais peut-être passé voir un ami après et c'est tout
78	2	1	loi j'ai pensé à cigarette
78	2	2	j'essaie de construire un raisonnement logique à toute l'expérience et par la suite je me suis dit aussi qu'il ne faut pas que je me casse la tête et qu'on va m'expliquer
78	2	3	comme tout à l'heure j'ai un moment XXX j'ai envie structurer ma pensée, mais je me dis que c'était un drôle que faudrait que je pense à quelque chose avant de structurer quoi que ce soit, mais je ne pensais pas à grand-chose
78	2	4	je me dis que c'est vraiment pas facile de dire ce qu'on pensait exactement
78	2	5	je pensais que déjà j'ai complètement oublié la tâche de la catégorisation et que je devrai prendre plus de temps avant d'enregistrer ce que j'ai à dire pour pouvoir me remémorer tout dans l'ordre
78	2	6	ce n'est pas facile, c'est pas facile de penser ce que l'on pense et puis j'ai oublié
78	2	7	donc j'essayais de repenser à ce que j'avais oublié l'enregistrement précédent, c'est le fait que ce n'est pas facile de penser à ce que l'on pense et je me rends compte la plus qu'avant que la tâche originelle je ne sais pas comment est ce qu'on dit me compliquait me complique
78	2	8	je me dis que c'est beau un cerveau XXX donc je suis persuadé que pour pouvoir bien structurer ma pensée je dois délaisser la deuxième activité
79	1	1	aux lunettes de l'expérimentatrice et à mes lunettes à moi
79	1	2	à la série que je regarde en ce moment
79	1	3	à rien
79	1	4	à ce que je vais manger ce soir
79	1	5	au clavier et à la lumière rouge du chargeur
79	1	6	à rien
79	1	7	bourdonnement dans mes oreilles et une musique
79	2	1	à la boule rouge
79	2	2	au soin que je fais à ma peau
79	2	3	à rien
79	2	4	à ma peau qui est sèche en ce moment
79	2	5	à la lumière rouge du chargeur
79	2	6	à la douleur que j'ai à mes genoux
79	2	7	à rien
79	2	8	à rien puis au bourdonnement dans mes oreilles
80	1	1	je pensais que je sais même plus je pensais à rien et puis j'ai pensé que j'étais contente que l'expérience est commencé et puis-je me demandais combien de temps elle allait durer
80	1	2	je pensais que c'est plus compliqué quand on doit dire toutes ses pensées que quand on doit dire juste la dernière que j'ai faim et que j'ai hâte que ça se finisse
80	1	3	je pensais que j'ai le que qui commence et que j'ai faim et ce que je vais acheter à manger
80	1	4	je comptais le nombre de fois que le boule que la boule faisait le tour de l'écran 21 fois
80	1	5	j'étais concentré sur l'expérience et puis-je me suis demandé si quelqu'un m'avait appelé je me suis dit que j'appellerai mon mari quand j'aurai fini
80	1	6	je pensais à l'examen de euro parait qu'il est difficile et qu'il faut que j'imprime les questions d'examen pour m'entrainer
80	1	7	je pensais que j'avais intérêt à réussir directement tous mes examens parce qu'avoir les examens de première en deuxième, c'est pas facile et je pensais XXX
80	2	1	que j'étais contente que cette partie était plus rapide que la première je m'attendais à ce qu'elle soit plus longue et que je devais vite continuer
80	2	2	rien de spécial la fois j'étais en train de regarder la boule et fin je ne me souviens pas d'avoir pensé à quelque chose en particulier
80	2	3	je pensais à ma voix et si de l'extérieur on entendait ce que je dis
80	2	4	je pensais que j'avais intérêt à terminer mon résumé DE EURO DEMAIN pour pouvoir commencer psycholinguistique lundi et pouvoir y arriver à temps
80	2	5	je me demandais si mon mari a été chercher mon fils au sport s'il avait mangé qu'est-ce qu'il avait mangé s'il avait fait sa sieste
80	2	6	je me demandais les courses que j'allais faire ce que j'allais cuisiner ce soir et je pensais au plat d'hier
80	2	7	que ce casque me serre la tête que c'est inconfortable et que je
80	2	8	je pensais à une expérience à laquelle je n'ai pas pu participer parce que j'avais oublié et je comptais le nombre de crédits que j'avais et ce qui me restait
82	1	1	J'ai pensé au fait que qu'il faudrait que je mette des croquettes pour le chat dans dehors par ce qu'on a trouvé un chat Puisque J'espérais que mon frère n'avait pas rendu les livres que je lis qu'on lui a prêté et puis Comme ça je pensais à chez moi je me suis demandé ce que je mangerais ce qui m'a fait penser à ce que j'ai mangé ce midi et au fait que j'avais bien mangé et un petit peu trop Violacées tout Et voilà
82	1	2	La boule rouge m'a fait penser à une horloge et Je l'ai fixée des eux et je ne pensais qu'à la fixer des yeux et Et voilà
82	1	3	J'ai pensé À mon tic de langage Puis à mes cours de linguistique que j'ai eu l'année passée Et donc à mes cours de l'année passée que j'aimais bien Puisque je Je j'avais l'impression que je ne souviendrais pas de ce que je disais Puis-je de nouveau pensé à mes cours de l'année passée et Et au fait qu'ils me manquent quand même un petit peu Et puis Et puis j'ai de nouveau pensé que je n'arriverais pas à me souvenir de tout
82	1	4	je Je comptais en fait l'à chaque fois que j'appuyais sur la barre espace donc je me disais que palais que je pense à quelque chose d'autre mais je n'arrivais pas à m'arrêter de compter donc j'ai essayé de penser à mon chat mais j'arrivais enfin je pensais vraiment à deux choses en même temps du coup puis j'ai essayé de penser à ce qu'il fallait que je fasse, mais je comptais quand même Donc ça paralysait un petit peu mes pensées
82	1	5	J'ai pensé au fait que la boule rouge me fait penser à un soleil Ce qui m'a fait penser au roi lion Et que j'aimais bien les dessins animés et que je j'avais envie du coup de prévoir quelque chose avec mes amis et que du coup ça m'a fait penser à ce que je faisais cette semaine et à quel jour quel ou ça conviendrais de faire quoi avec eux
82	2	1	J'ai pensé au fait que mon ami participait à cette expérience un matin tôt et que ça l'aidera pas à se réveiller Puisque depuis le début j'ai oublié d'appuyer sur la barre d'espace du coup Je me suis vite reprise et j'ai recommencé à appuyer Puis ça m'a fait penser à un pendule donc un peu à la magie enfin à l'hypnose tout ça un peu surnaturel ou je ne sais pas quoi du coup ça m'a fait penser à mon livre d'anthropologie qui parle de sort et et que je devais le lire et que que j'avais envie de lire pleins d'autres choses Puis du coup les sort ça m'a fait penser à Harry Potter et je me suis dit que c'était chouette harry Potter et qu'il faudrait que je les relise par ce que c'était trop chouette
82	2	2	Je sais que j'ai pensé quelque chose mais je n'arrive vraiment pas à me souvenir quoi Juste avant de me dire qu'il faudrait que j'achète un cadeau pour l'anniversaire de mon frère oui je sais du coup oui j'ai pensé au fait que j'aimais bien dessiner ce qui m'a fait penser au fait que je dessinais quelque chose pour l'anniversaire de mon oncle et qu'il faudrait que je le termine ce qui m'a fait penser à l'anniversaire de mon frère à qui je devais acheter un cadeau et que j'étais en retard dans l'achat des cadeaux et que du coup il fallait que je me dépêche et voilà
82	2	3	J'ai pensé que enfin le rond me faisait penser à un soleil puis ça m'a fait penser au Japon Au drapeau du Japon au Japon ce qui m'a fait penser à une série ce quimpa fait penser aux personnages et que je les aimais bien que j'étais triste par ce que certains étaient mort et puisque enfin que j'en admirais une enfin un des personnages Puis j'ai de nouveau regardé le le point rouge en le suivant des yeux Et j'ai de nouveau pensé au cadeau qu'il faudrait que j'achète à mon frère par ce que je regardais la série avec lui et voilà
82	2	4	j'ai pensé au fait que j'avais l'impression d'oublier tout le temps de de dire enfin de donner des détails et de dire ce que je pensais exactement Puis j'ai pensé puis j'ai pensé au fait que j'ai l'impression que c'était une balle de basket qui qui allait à chaque fois dans un cercle et puis j'ai pas réussi à ne pas imaginer enfin ne pas imaginer de sons à chaque fois que la balle allait dans le cercle Donc à ce moment-là j'ai pensé qu'à la tâche donc avec les sons dans ma tête avec des pensées qui venaient en mode ha il faut que tu penses à autre chose et puis je revenais à la tâche
82	2	5	j'ai pensé au fait que j'avais envie de rentrer chez moi par ce que j'avais pleins de trucs à faire Puis j'ai entendu un tram donc xXL ça m'a encore plus fait penser à l'extérieur puis qu'est-ce que j'ai pensé que que oui qu'enfin j'ai je comptais les fois ou la boule rentrait dans le cercle Qui j'entendais les bruits de l'extérieur plus et et donc je pensais aux gens qui étaient qui étaient dans le bâtiment
82	2	6	je sais que j'ai pensé quelque chose juste avant mais je n'arrive pas à me souvenir quoi je pensais d'abord à quelque chose puis à mon grand puis du coup à mon grand plantes qu'elles à chez elle et aussi aux instruments qui appartenaient à mon grand qu'il y a beaucoup donc dans l'appartement puis au fait que mon frère enfin a récupéré une guitare électrique de mon grand-père et qu'il essayait de jouer ce qui m'a fait penser au fait que que je voulais essayer enfin que je voulais continuer mon violon que j'ai arrêté l'année passée ce qui m'a fait penser à ma prof de violon qui m'a fait penser à la dernière fois que ma mère l'a vue c'est-à-dire à l'enterrement d'une de la fille de mon médecin traitant qui s'est suicidée et ça m'a fait penser au fait que c'était triste et que et que j'espérais que que donc la maman allait bien et qu'elle s'en sortait et que que je demanderais des nouvels à ma mère en rentrant
83	1	1	alors au début j'ai pensé je me suis demandée ce que mon copain il allait enfin est ce qu'il est déjà sorti de chez lui par ce que ça prend beaucoup de temps pour arriver ici Et puis et puis-je me suis demandée est ce que quand je danse mes pensées est ce que je parle avec moi-même ou enfin je ne sais pas je parle avec moi-même ou pas puis mon pied j'ai voulu gratter mon pied et voilà
83	1	2	Je pensais toujours à mon pied qui me grattait et à la jambe aussi
83	1	4	alors au début j'ai pensé à la séquence d'avant que ou j'eusse ratte l'enregistrement par ce que j'ai appuyé deux fois et puis et puis j'ai pensé à quoi bah je faisais enfin j'essayais de suivre le le point rouge et puis j'ai de nouveau pensé à enfin à la jambe qui me grattais de nouveau voilà Et puis-je me suis dit qu'il faut que je lise bien les consignes pour pas de nouveau louper l'enregistrement
83	1	5	alors au début à la la j'ai oublié de quoi je parle oui je me disais que maintenant ça va beaucoup plus vite que que qu'avant quand je devais appuyer sur les images exerça et que c'est beaucoup moins chiant par ce que je peux enfin je peux expliquer un peu plus ce à quoi je pensais et et puis j'ai pensé oui j'ai toussé et puis-je me suis qu'il faut que je prenne de nouveau le médicament pour la tous et puis j'ai oublié et puis c'est tout je pense et puis-je continuais à faire la tâche
83	1	6	alors au début oui je me suis rappelée ce que je voulais dire dans l'enregistrement précédent c'est qu'en fait y a de nouveau la s'ouvrir qui me dérangeait un peu Et puis j'ai de nouveau pensé au rendez et puis je pensais je me demandais pourquoi pourquoi il y atout qui me gratte comme ça d'un coup et puis et puis voilà
83	1	7	alors cette fois ci à quoi j'avais pensé au début je pense que je faisais la tâche oui et je me demandais si cette fois
83	2	1	alors Au début je me suis dit qu'il faut plus enfin il faut plus j'appuie trois milliards de fois et couper l'enregistrement en plein milieu Et puis et puis je sais plus et c'est tout enfin je pense que je pensais qu'à ça je me disais qu'il fallait que je lise bien les annonces exerça que je reste bien concentrée quoi
83	2	2	j'ai pensé à l'à l'enregistrement précédent et du coup enfin je me suis dit qu'à la fin j'ai dit voilà et je me suis rappelée de de ma prof en secondaire qui me disait à chaque fois qu'il faut que j'arrête de dire voilà à la fin de ma phrase et puis et j'étais en train enregistrer mes mots enfin de mémoriser un peu dans ma tête ce à quoi j'étais en train de penser par ce que je me suis dit une fois que je vais arriver à l'enregistrement je vais tout oublier Et et je pense que c'est tout
83	2	3	alors j'ai pensé à la glace je me suis dit que j'ai envie de manger une glace ce soir Et puis j'ai mangé enfin j'ai mangé ces ce que je raconte j'ai pensé au cinéma Et puis j'ai pensé enfin au cinéma enfin à la sortie que j'ai fait avec mon copain Et puis j'ai pensé à la pépinière parce qu'on devait aller à une pépinière de bambous samedi passé finalement on n'y a pas été Et puis j'ai pensé au projet qui est en lien avec ça
83	2	4	je me posais un peu de question par rapport à cette expérience je me disais est ce que les gens qui font ces expériences arrivent à rester tout le temps concentrés ou pas et ou alors est ce que c'est normal que mes pensées vont un peu dans tous les sens exerça enfin voilà et comment ils font pour enregistrer leur ce à quoi ils pensent
